customer_id,age,age_group,gender,location,subscription_status,item_purchased,category,size,color,season,purchase_amount,discount_applied,previous_purchases,frequency_of_purchases,purchase_frequency_days,payment_method,shipping_type,review_rating
1125,42,Adult,Male,Iowa,No,Sweater,Clothing,M,Orange,Spring,20,Yes,40,Quarterly,90,Cash,Express,3.7
1126,27,Young Adult,Male,North Dakota,No,Sandals,Footwear,M,Lavender,Summer,90,Yes,10,Weekly,7,Bank Transfer,2-Day Shipping,2.7
1127,23,Young Adult,Male,Iowa,No,Scarf,Accessories,L,Beige,Winter,58,Yes,47,Fortnightly,14,Venmo,Standard,3.4
1128,50,Middle-aged,Male,Delaware,No,Shirt,Clothing,XL,Maroon,Spring,53,Yes,22,Monthly,30,Debit Card,Store Pickup,4.8
1129,56,Middle-aged,Male,New York,No,Gloves,Accessories,L,Charcoal,Winter,30,Yes,35,Monthly,30,Debit Card,Next Day Air,4.7
1130,37,Adult,Male,New Hampshire,No,Hoodie,Clothing,XL,White,Winter,65,Yes,46,Fortnightly,14,Venmo,Express,4.7
1131,67,Senior,Male,Kentucky,No,Jewelry,Accessories,M,Lavender,Summer,41,Yes,30,Bi-Weekly,14,PayPal,Standard,3.9
1132,67,Senior,Male,Illinois,No,Shirt,Clothing,M,Black,Spring,73,Yes,20,Monthly,30,Bank Transfer,Express,3.7
1133,50,Middle-aged,Male,North Carolina,No,Hoodie,Clothing,S,Teal,Spring,98,Yes,25,Fortnightly,14,Cash,Store Pickup,4.3
1134,36,Adult,Male,Connecticut,No,Shoes,Footwear,XL,Magenta,Winter,36,Yes,29,Weekly,7,Cash,2-Day Shipping,4.1
1135,62,Senior,Male,Wisconsin,No,T-shirt,Clothing,M,Brown,Summer,81,Yes,2,Every 3 Months,90,Venmo,Express,3.7
1136,65,Senior,Male,Massachusetts,No,Skirt,Clothing,L,Peach,Winter,90,Yes,32,Quarterly,90,Bank Transfer,2-Day Shipping,3.6
1137,23,Young Adult,Male,Illinois,No,Handbag,Accessories,S,Cyan,Summer,83,Yes,37,Monthly,30,Cash,Free Shipping,4.8
1138,46,Middle-aged,Male,New Mexico,No,Shirt,Clothing,XL,Pink,Winter,91,Yes,16,Every 3 Months,90,Bank Transfer,2-Day Shipping,2.8
1139,18,Young Adult,Male,Iowa,No,Pants,Clothing,M,Purple,Summer,36,Yes,32,Fortnightly,14,Venmo,Express,4.7
1140,58,Senior,Male,Alabama,No,Coat,Outerwear,L,Purple,Spring,53,Yes,42,Bi-Weekly,14,Debit Card,Standard,3.9
1141,31,Young Adult,Male,Maryland,No,Jeans,Clothing,M,White,Winter,39,Yes,6,Every 3 Months,90,Credit Card,Store Pickup,2.6
1142,39,Adult,Male,Ohio,No,Gloves,Accessories,S,Silver,Winter,33,Yes,23,Fortnightly,14,PayPal,Next Day Air,4.7
1143,69,Senior,Male,Ohio,No,T-shirt,Clothing,L,Green,Spring,76,Yes,27,Bi-Weekly,14,Venmo,Store Pickup,3.5
1144,68,Senior,Male,Nevada,No,Boots,Footwear,L,Teal,Winter,23,Yes,43,Quarterly,90,PayPal,Standard,4.4
1145,41,Adult,Male,South Carolina,No,Jeans,Clothing,S,Indigo,Fall,54,Yes,25,Fortnightly,14,Bank Transfer,2-Day Shipping,4.4
1146,31,Young Adult,Male,Nevada,No,Sneakers,Footwear,L,Pink,Summer,89,Yes,30,Every 3 Months,90,Cash,Express,3.0
1147,48,Middle-aged,Male,Wisconsin,No,Sneakers,Footwear,M,Indigo,Summer,38,Yes,7,Every 3 Months,90,Bank Transfer,Standard,4.2
1148,59,Senior,Male,Tennessee,No,Hat,Accessories,XL,Red,Winter,36,Yes,17,Annually,365,Debit Card,Next Day Air,4.3
1149,34,Adult,Male,Florida,No,Pants,Clothing,M,Violet,Spring,66,Yes,10,Fortnightly,14,PayPal,Store Pickup,2.6
1150,21,Young Adult,Male,Georgia,No,Jewelry,Accessories,L,Cyan,Spring,42,Yes,40,Annually,365,Venmo,Store Pickup,3.3
1151,29,Young Adult,Male,Kentucky,No,Jewelry,Accessories,S,Red,Winter,36,Yes,50,Bi-Weekly,14,Venmo,Next Day Air,2.7
1152,41,Adult,Male,Ohio,No,Blouse,Clothing,M,Gray,Spring,86,Yes,24,Weekly,7,Credit Card,Express,3.7
1153,62,Senior,Male,Connecticut,No,Handbag,Accessories,M,Gold,Fall,49,Yes,8,Every 3 Months,90,PayPal,Standard,4.0
1154,27,Young Adult,Male,Idaho,No,Shirt,Clothing,M,Pink,Summer,41,Yes,6,Quarterly,90,Bank Transfer,Free Shipping,4.0
1155,49,Middle-aged,Male,Georgia,No,Dress,Clothing,L,Cyan,Spring,82,Yes,44,Bi-Weekly,14,Credit Card,2-Day Shipping,2.9
1156,67,Senior,Male,Tennessee,No,T-shirt,Clothing,S,Red,Fall,53,Yes,47,Quarterly,90,PayPal,Express,2.6
1157,20,Young Adult,Male,Hawaii,No,Shoes,Footwear,M,Gold,Summer,21,Yes,6,Every 3 Months,90,Venmo,Express,4.8
1158,37,Adult,Male,Maryland,No,Belt,Accessories,M,Charcoal,Fall,66,Yes,11,Quarterly,90,Cash,Standard,4.4
1159,69,Senior,Male,Nevada,No,Belt,Accessories,L,Orange,Summer,89,Yes,41,Annually,365,Bank Transfer,2-Day Shipping,4.0
1160,66,Senior,Male,New Hampshire,No,Handbag,Accessories,L,Blue,Fall,55,Yes,46,Every 3 Months,90,Venmo,2-Day Shipping,3.6
1161,37,Adult,Male,North Dakota,No,Scarf,Accessories,S,Blue,Summer,42,Yes,9,Bi-Weekly,14,Venmo,Next Day Air,3.2
1162,63,Senior,Male,Oklahoma,No,Shorts,Clothing,S,Orange,Fall,52,Yes,37,Monthly,30,PayPal,2-Day Shipping,3.1
1163,47,Middle-aged,Male,North Carolina,No,Sandals,Footwear,M,Blue,Winter,92,Yes,13,Weekly,7,PayPal,Express,4.2
1164,26,Young Adult,Male,Tennessee,No,Pants,Clothing,L,White,Summer,56,Yes,24,Monthly,30,Debit Card,2-Day Shipping,3.0
1165,68,Senior,Male,Montana,No,Dress,Clothing,M,Green,Winter,96,Yes,47,Quarterly,90,PayPal,Standard,4.2
1166,51,Middle-aged,Male,Wisconsin,No,T-shirt,Clothing,M,Silver,Winter,64,Yes,21,Every 3 Months,90,Venmo,Next Day Air,2.9
1167,48,Middle-aged,Male,Connecticut,No,Dress,Clothing,S,Lavender,Winter,48,Yes,22,Fortnightly,14,Venmo,Store Pickup,3.7
1168,60,Senior,Male,New Jersey,No,Socks,Clothing,XL,Beige,Summer,83,Yes,16,Quarterly,90,PayPal,Free Shipping,3.6
1169,68,Senior,Male,Mississippi,No,Scarf,Accessories,L,Violet,Summer,91,Yes,37,Fortnightly,14,Debit Card,Standard,3.6
1170,25,Young Adult,Male,Wyoming,No,Backpack,Accessories,S,Gray,Fall,94,Yes,3,Annually,365,Cash,2-Day Shipping,4.5
1171,57,Middle-aged,Male,Illinois,No,Skirt,Clothing,S,Red,Spring,62,Yes,33,Bi-Weekly,14,Cash,Express,3.2
1172,41,Adult,Male,Louisiana,No,Socks,Clothing,M,Lavender,Spring,55,Yes,15,Annually,365,Debit Card,Next Day Air,3.9
1173,59,Senior,Male,Oregon,No,Coat,Outerwear,L,Peach,Spring,68,Yes,42,Bi-Weekly,14,Bank Transfer,Store Pickup,4.6
1174,44,Adult,Male,South Dakota,No,Jewelry,Accessories,M,Indigo,Winter,76,Yes,42,Bi-Weekly,14,Cash,Express,2.5
1175,42,Adult,Male,Michigan,No,Backpack,Accessories,M,Black,Winter,31,Yes,19,Bi-Weekly,14,Bank Transfer,Express,4.3
1176,35,Adult,Male,New Jersey,No,Belt,Accessories,M,Beige,Spring,81,Yes,26,Quarterly,90,PayPal,Store Pickup,4.1
1177,36,Adult,Male,Oregon,No,Dress,Clothing,M,Red,Winter,83,Yes,39,Quarterly,90,PayPal,Free Shipping,3.7
1178,54,Middle-aged,Male,Iowa,No,Skirt,Clothing,M,Black,Spring,21,Yes,24,Monthly,30,Debit Card,Standard,4.8
1179,37,Adult,Male,South Carolina,No,Dress,Clothing,M,Teal,Spring,22,Yes,23,Annually,365,Debit Card,Express,4.9
1180,20,Young Adult,Male,Indiana,No,T-shirt,Clothing,M,Blue,Summer,33,Yes,44,Annually,365,Bank Transfer,Free Shipping,2.8
1181,23,Young Adult,Male,Oregon,No,Skirt,Clothing,S,Beige,Spring,23,Yes,34,Monthly,30,Cash,Standard,4.9
1182,61,Senior,Male,New York,No,Shorts,Clothing,L,Teal,Summer,96,Yes,43,Quarterly,90,Bank Transfer,Free Shipping,3.5
1183,37,Adult,Male,New Mexico,No,Jewelry,Accessories,M,Maroon,Spring,21,Yes,45,Quarterly,90,PayPal,Express,3.8
1184,23,Young Adult,Male,Louisiana,No,Pants,Clothing,M,Yellow,Spring,39,Yes,4,Weekly,7,Credit Card,2-Day Shipping,4.5
1185,63,Senior,Male,South Carolina,No,Belt,Accessories,S,Indigo,Fall,73,Yes,19,Annually,365,Credit Card,Express,3.4
1186,47,Middle-aged,Male,Maine,No,Jeans,Clothing,M,Magenta,Spring,64,Yes,29,Monthly,30,Credit Card,Standard,3.9
1187,63,Senior,Male,Indiana,No,Jeans,Clothing,M,Beige,Summer,68,Yes,27,Annually,365,Credit Card,2-Day Shipping,4.1
1188,56,Middle-aged,Male,Iowa,No,Hat,Accessories,L,Maroon,Fall,89,Yes,37,Every 3 Months,90,Credit Card,Express,3.0
1189,68,Senior,Male,Mississippi,No,Blouse,Clothing,M,Magenta,Summer,29,Yes,11,Weekly,7,Credit Card,Next Day Air,3.3
1190,64,Senior,Male,Arkansas,No,Shirt,Clothing,XL,Teal,Summer,97,Yes,28,Annually,365,Debit Card,Free Shipping,3.7
1191,62,Senior,Male,South Carolina,No,Shirt,Clothing,M,Orange,Winter,45,Yes,31,Weekly,7,Credit Card,Next Day Air,4.3
1192,34,Adult,Male,Indiana,No,T-shirt,Clothing,L,Charcoal,Winter,70,Yes,50,Quarterly,90,Venmo,Free Shipping,4.1
1193,49,Middle-aged,Male,Florida,No,Coat,Outerwear,M,Turquoise,Summer,56,Yes,42,Quarterly,90,Venmo,2-Day Shipping,4.0
1194,40,Adult,Male,Alaska,No,Jacket,Outerwear,L,Pink,Fall,55,Yes,18,Fortnightly,14,Credit Card,2-Day Shipping,5.0
1195,50,Middle-aged,Male,New York,No,Hoodie,Clothing,S,Teal,Winter,46,Yes,6,Fortnightly,14,Credit Card,2-Day Shipping,3.1
1196,25,Young Adult,Male,Texas,No,Scarf,Accessories,M,White,Winter,95,Yes,33,Monthly,30,Venmo,2-Day Shipping,4.0
1197,30,Young Adult,Male,North Dakota,No,Belt,Accessories,M,Maroon,Winter,88,Yes,13,Bi-Weekly,14,Bank Transfer,2-Day Shipping,3.2
1198,54,Middle-aged,Male,Vermont,No,Sneakers,Footwear,L,Violet,Fall,92,Yes,26,Annually,365,PayPal,Standard,3.9
1199,40,Adult,Male,New Jersey,No,Socks,Clothing,M,Brown,Summer,49,Yes,17,Annually,365,Cash,2-Day Shipping,3.9
1200,49,Middle-aged,Male,Maryland,No,Sandals,Footwear,M,Indigo,Fall,89,Yes,3,Weekly,7,Debit Card,Free Shipping,4.5
1201,27,Young Adult,Male,Connecticut,No,Coat,Outerwear,XL,Black,Winter,22,Yes,7,Weekly,7,PayPal,Store Pickup,4.4
1202,27,Young Adult,Male,Illinois,No,Shoes,Footwear,XL,Black,Summer,61,Yes,46,Fortnightly,14,Venmo,2-Day Shipping,3.1
1203,48,Middle-aged,Male,Maryland,No,Scarf,Accessories,S,Olive,Spring,29,Yes,14,Every 3 Months,90,Venmo,Standard,2.9
1204,40,Adult,Male,Minnesota,No,Sneakers,Footwear,M,Orange,Winter,82,Yes,23,Annually,365,Bank Transfer,Free Shipping,3.7
1205,67,Senior,Male,Florida,No,Belt,Accessories,M,Pink,Spring,94,Yes,20,Every 3 Months,90,Credit Card,2-Day Shipping,3.2
1206,52,Middle-aged,Male,California,No,Handbag,Accessories,M,Olive,Spring,99,Yes,38,Fortnightly,14,Bank Transfer,Standard,3.5
1207,22,Young Adult,Male,Mississippi,No,Handbag,Accessories,S,Cyan,Fall,59,Yes,16,Every 3 Months,90,Venmo,Free Shipping,3.0
1208,62,Senior,Male,Washington,No,Boots,Footwear,M,White,Summer,90,Yes,48,Every 3 Months,90,Credit Card,Next Day Air,4.1
1209,20,Young Adult,Male,Wisconsin,No,Boots,Footwear,S,Red,Winter,100,Yes,8,Annually,365,Debit Card,2-Day Shipping,3.8
1210,41,Adult,Male,Pennsylvania,No,Pants,Clothing,M,Blue,Winter,62,Yes,16,Monthly,30,Bank Transfer,Next Day Air,3.8
1211,34,Adult,Male,Missouri,No,Sunglasses,Accessories,M,Olive,Fall,78,Yes,5,Quarterly,90,Cash,Next Day Air,4.1
1212,23,Young Adult,Male,Oklahoma,No,Hoodie,Clothing,M,Green,Spring,94,Yes,14,Every 3 Months,90,Venmo,Store Pickup,4.6
1213,32,Adult,Male,Pennsylvania,No,Shoes,Footwear,M,Yellow,Summer,74,Yes,18,Weekly,7,Credit Card,Free Shipping,2.5
1214,68,Senior,Male,Kentucky,No,Handbag,Accessories,XL,Black,Spring,52,Yes,14,Every 3 Months,90,Debit Card,Express,3.7
1215,30,Young Adult,Male,Vermont,No,Jacket,Outerwear,M,Blue,Fall,81,Yes,5,Every 3 Months,90,Cash,Free Shipping,3.8
1216,66,Senior,Male,Oregon,No,Blouse,Clothing,L,Pink,Winter,20,Yes,15,Every 3 Months,90,Credit Card,2-Day Shipping,2.6
1217,62,Senior,Male,Utah,No,Pants,Clothing,XL,Lavender,Summer,32,Yes,3,Every 3 Months,90,Venmo,Free Shipping,3.7
1218,50,Middle-aged,Male,Nebraska,No,Boots,Footwear,XL,Cyan,Fall,63,Yes,12,Every 3 Months,90,Cash,Free Shipping,2.6
1219,55,Middle-aged,Male,Pennsylvania,No,Boots,Footwear,M,Cyan,Spring,79,Yes,43,Every 3 Months,90,Cash,Store Pickup,3.1
1220,19,Young Adult,Male,Vermont,No,Sweater,Clothing,M,Gold,Winter,23,Yes,35,Bi-Weekly,14,Credit Card,Next Day Air,2.5
1221,67,Senior,Male,Kentucky,No,Gloves,Accessories,M,Green,Winter,64,Yes,36,Quarterly,90,Bank Transfer,Express,3.8
1222,18,Young Adult,Male,Iowa,No,Socks,Clothing,M,Red,Winter,69,Yes,3,Quarterly,90,Cash,Standard,4.5
1223,58,Senior,Male,Indiana,No,Jeans,Clothing,L,Magenta,Fall,69,Yes,27,Annually,365,Bank Transfer,Store Pickup,3.4
1224,69,Senior,Male,Kansas,No,Pants,Clothing,L,Red,Winter,24,Yes,21,Weekly,7,Bank Transfer,Free Shipping,3.9
1225,62,Senior,Male,Illinois,No,Shorts,Clothing,M,Yellow,Summer,50,Yes,18,Weekly,7,Venmo,Store Pickup,3.7
1226,28,Young Adult,Male,North Carolina,No,Gloves,Accessories,S,Turquoise,Fall,97,Yes,16,Weekly,7,Debit Card,Free Shipping,2.6
1227,53,Middle-aged,Male,Ohio,No,Sandals,Footwear,S,Cyan,Fall,91,Yes,18,Bi-Weekly,14,Venmo,Store Pickup,3.4
1228,27,Young Adult,Male,Illinois,No,Blouse,Clothing,L,Yellow,Spring,37,Yes,19,Bi-Weekly,14,Bank Transfer,Store Pickup,4.9
1229,55,Middle-aged,Male,Indiana,No,Jacket,Outerwear,S,Yellow,Winter,55,Yes,1,Annually,365,Cash,Express,3.9
1230,34,Adult,Male,Kansas,No,Jewelry,Accessories,XL,Maroon,Winter,52,Yes,39,Annually,365,Bank Transfer,Express,3.6
1231,25,Young Adult,Male,Illinois,No,Hat,Accessories,L,Brown,Spring,80,Yes,49,Monthly,30,Venmo,Standard,3.8
1232,66,Senior,Male,Pennsylvania,No,Socks,Clothing,M,Gold,Spring,79,Yes,43,Fortnightly,14,Credit Card,2-Day Shipping,4.0
1233,57,Middle-aged,Male,New York,No,Handbag,Accessories,M,Charcoal,Summer,23,Yes,31,Every 3 Months,90,Debit Card,Free Shipping,3.6
1234,46,Middle-aged,Male,Utah,No,Pants,Clothing,L,Beige,Winter,73,Yes,40,Every 3 Months,90,Venmo,Next Day Air,3.5
1235,38,Adult,Male,New Jersey,No,Gloves,Accessories,M,Indigo,Fall,99,Yes,2,Bi-Weekly,14,Bank Transfer,Store Pickup,4.1
1236,23,Young Adult,Male,Idaho,No,Sweater,Clothing,M,Red,Spring,22,Yes,46,Every 3 Months,90,PayPal,Store Pickup,3.0
1237,42,Adult,Male,New Mexico,No,Hat,Accessories,M,White,Summer,68,Yes,35,Every 3 Months,90,Debit Card,Store Pickup,4.4
1238,25,Young Adult,Male,Michigan,No,Dress,Clothing,S,Charcoal,Spring,92,Yes,42,Quarterly,90,Credit Card,2-Day Shipping,4.4
1239,55,Middle-aged,Male,Wyoming,No,Pants,Clothing,M,Violet,Winter,77,Yes,3,Fortnightly,14,Venmo,Express,3.7
1240,62,Senior,Male,New Jersey,No,Coat,Outerwear,XL,Magenta,Spring,37,Yes,32,Every 3 Months,90,Debit Card,Standard,4.8
1241,41,Adult,Male,New Jersey,No,Scarf,Accessories,L,White,Winter,79,Yes,48,Annually,365,Debit Card,Store Pickup,2.9
1242,58,Senior,Male,Hawaii,No,Hoodie,Clothing,XL,Pink,Winter,51,Yes,34,Weekly,7,Credit Card,Express,3.1
1243,56,Middle-aged,Male,Nevada,No,Socks,Clothing,M,Lavender,Summer,27,Yes,15,Quarterly,90,Bank Transfer,Next Day Air,4.0
1244,25,Young Adult,Male,New Hampshire,No,Blouse,Clothing,S,Pink,Spring,23,Yes,22,Annually,365,Debit Card,Store Pickup,3.0
1245,70,Senior,Male,Indiana,No,Socks,Clothing,S,Silver,Summer,76,Yes,2,Monthly,30,Cash,2-Day Shipping,3.9
1246,42,Adult,Male,New York,No,Dress,Clothing,M,Violet,Fall,31,Yes,30,Weekly,7,Bank Transfer,Standard,3.4
1247,27,Young Adult,Male,Louisiana,No,Hoodie,Clothing,M,Charcoal,Winter,60,Yes,27,Monthly,30,Cash,Standard,2.7
1248,65,Senior,Male,Virginia,No,T-shirt,Clothing,M,Charcoal,Spring,99,Yes,18,Bi-Weekly,14,Venmo,Express,3.7
1249,62,Senior,Male,Wisconsin,No,Hat,Accessories,XL,Red,Winter,37,Yes,8,Annually,365,Credit Card,Free Shipping,3.0
1250,62,Senior,Male,Oregon,No,Boots,Footwear,M,Peach,Winter,50,Yes,48,Fortnightly,14,Venmo,Express,4.5
1251,52,Middle-aged,Male,New Hampshire,No,Jeans,Clothing,XL,Purple,Winter,26,Yes,24,Monthly,30,Cash,Free Shipping,4.1
1252,56,Middle-aged,Male,Indiana,No,Shorts,Clothing,XL,Orange,Spring,86,Yes,43,Monthly,30,Credit Card,Next Day Air,5.0
1253,28,Young Adult,Male,Massachusetts,No,Sandals,Footwear,L,Magenta,Fall,41,Yes,8,Quarterly,90,Cash,Standard,4.0
1254,39,Adult,Male,Montana,No,Sandals,Footwear,XL,Red,Winter,23,Yes,49,Annually,365,PayPal,Express,4.9
1255,54,Middle-aged,Male,California,No,Sneakers,Footwear,XL,Black,Spring,56,Yes,2,Bi-Weekly,14,Credit Card,2-Day Shipping,3.3
1256,30,Young Adult,Male,Indiana,No,Hat,Accessories,M,Peach,Fall,68,Yes,38,Fortnightly,14,Cash,Standard,4.1
1257,45,Middle-aged,Male,West Virginia,No,Coat,Outerwear,S,Olive,Winter,48,Yes,4,Fortnightly,14,Cash,Express,3.6
1258,68,Senior,Male,Minnesota,No,Dress,Clothing,L,Gold,Spring,67,Yes,31,Every 3 Months,90,Cash,Free Shipping,3.0
1259,47,Middle-aged,Male,Ohio,No,Boots,Footwear,XL,Gold,Spring,87,Yes,34,Every 3 Months,90,Debit Card,2-Day Shipping,4.1
1260,68,Senior,Male,Minnesota,No,Skirt,Clothing,M,Turquoise,Fall,64,Yes,45,Monthly,30,Credit Card,Standard,3.9
1261,63,Senior,Male,Virginia,No,Shirt,Clothing,XL,Green,Spring,93,Yes,30,Quarterly,90,Debit Card,Store Pickup,4.1
1262,20,Young Adult,Male,Connecticut,No,Shirt,Clothing,L,Maroon,Summer,29,Yes,2,Fortnightly,14,Credit Card,Next Day Air,2.8
1263,29,Young Adult,Male,Tennessee,No,Boots,Footwear,L,Brown,Winter,62,Yes,44,Monthly,30,Venmo,Store Pickup,4.8
1264,41,Adult,Male,Delaware,No,Hoodie,Clothing,L,Brown,Winter,70,Yes,1,Bi-Weekly,14,Credit Card,2-Day Shipping,4.6
1265,52,Middle-aged,Male,Vermont,No,Sweater,Clothing,S,Blue,Winter,92,Yes,1,Bi-Weekly,14,Venmo,Next Day Air,2.5
1266,32,Adult,Male,Louisiana,No,Shirt,Clothing,M,Lavender,Spring,79,Yes,27,Weekly,7,Bank Transfer,Next Day Air,2.7
1267,20,Young Adult,Male,North Dakota,No,Blouse,Clothing,M,Peach,Fall,31,Yes,14,Every 3 Months,90,Debit Card,Standard,4.0
1268,47,Middle-aged,Male,Oregon,No,T-shirt,Clothing,S,Gray,Spring,83,Yes,41,Weekly,7,Cash,Standard,2.7
1269,23,Young Adult,Male,Idaho,No,Jacket,Outerwear,XL,Charcoal,Winter,88,Yes,25,Bi-Weekly,14,Debit Card,Next Day Air,2.9
1270,43,Adult,Male,Vermont,No,Jewelry,Accessories,M,Lavender,Spring,53,Yes,47,Quarterly,90,PayPal,Standard,3.0
1271,67,Senior,Male,West Virginia,No,Hoodie,Clothing,M,Green,Fall,98,Yes,20,Annually,365,Cash,Standard,3.3
1272,70,Senior,Male,Kentucky,No,Jewelry,Accessories,S,Gray,Spring,57,Yes,42,Annually,365,PayPal,Store Pickup,4.3
1273,35,Adult,Male,Wisconsin,No,Sandals,Footwear,M,Orange,Winter,80,Yes,16,Monthly,30,Bank Transfer,Express,4.4
1274,41,Adult,Male,Mississippi,No,Jeans,Clothing,L,Silver,Spring,29,Yes,32,Every 3 Months,90,Credit Card,Next Day Air,4.1
1275,54,Middle-aged,Male,Missouri,No,Hat,Accessories,M,Olive,Spring,73,Yes,37,Quarterly,90,PayPal,2-Day Shipping,3.1
1276,55,Middle-aged,Male,Arkansas,No,Sweater,Clothing,S,Turquoise,Fall,32,Yes,1,Monthly,30,PayPal,Standard,4.5
1277,51,Middle-aged,Male,Wyoming,No,Boots,Footwear,L,Turquoise,Spring,68,Yes,37,Weekly,7,Bank Transfer,Next Day Air,4.8
1278,19,Young Adult,Male,Rhode Island,No,Blouse,Clothing,L,Green,Spring,97,Yes,5,Quarterly,90,Venmo,Express,5.0
1279,28,Young Adult,Male,Utah,No,Shorts,Clothing,M,Violet,Fall,98,Yes,31,Fortnightly,14,Venmo,Next Day Air,2.8
1280,63,Senior,Male,Maryland,No,Hoodie,Clothing,L,Charcoal,Fall,56,Yes,18,Annually,365,Debit Card,Express,3.7
1281,30,Young Adult,Male,Georgia,No,Pants,Clothing,L,White,Winter,78,Yes,39,Every 3 Months,90,Venmo,2-Day Shipping,4.4
1282,29,Young Adult,Male,New Jersey,No,Belt,Accessories,M,Olive,Spring,81,Yes,8,Bi-Weekly,14,Venmo,Store Pickup,4.5
1283,24,Young Adult,Male,New Hampshire,No,Shirt,Clothing,L,Violet,Winter,68,Yes,20,Monthly,30,Venmo,Free Shipping,3.0
1284,69,Senior,Male,Oregon,No,Shirt,Clothing,M,Violet,Winter,94,Yes,23,Every 3 Months,90,Debit Card,2-Day Shipping,3.9
1285,65,Senior,Male,Arkansas,No,Dress,Clothing,M,Black,Spring,93,Yes,38,Fortnightly,14,PayPal,Express,3.9
1286,64,Senior,Male,North Carolina,No,Gloves,Accessories,M,Charcoal,Fall,99,Yes,45,Fortnightly,14,Bank Transfer,Next Day Air,3.5
1287,40,Adult,Male,West Virginia,No,Gloves,Accessories,L,Yellow,Winter,49,Yes,44,Fortnightly,14,Debit Card,Next Day Air,4.9
1288,24,Young Adult,Male,Utah,No,Jeans,Clothing,XL,Blue,Winter,28,Yes,20,Monthly,30,PayPal,Standard,3.4
1289,66,Senior,Male,South Dakota,No,Belt,Accessories,XL,Charcoal,Winter,93,Yes,34,Bi-Weekly,14,PayPal,Standard,4.1
1290,35,Adult,Male,New Hampshire,No,Jacket,Outerwear,M,Red,Fall,24,Yes,10,Weekly,7,PayPal,Next Day Air,2.9
1291,67,Senior,Male,Maryland,No,Skirt,Clothing,M,Indigo,Spring,35,Yes,3,Annually,365,PayPal,Free Shipping,3.4
1292,69,Senior,Male,South Dakota,No,Sandals,Footwear,S,Beige,Spring,68,Yes,23,Fortnightly,14,Debit Card,2-Day Shipping,3.2
1293,26,Young Adult,Male,Kentucky,No,Belt,Accessories,M,Maroon,Summer,61,Yes,42,Annually,365,Bank Transfer,Free Shipping,3.8
1294,23,Young Adult,Male,Florida,No,Sweater,Clothing,XL,Yellow,Fall,74,Yes,30,Annually,365,Debit Card,Standard,4.1
1295,27,Young Adult,Male,Texas,No,Shirt,Clothing,M,Silver,Summer,64,Yes,21,Every 3 Months,90,Cash,Standard,4.5
1296,30,Young Adult,Male,New Mexico,No,Sneakers,Footwear,M,Olive,Fall,60,Yes,50,Weekly,7,PayPal,Standard,2.8
1297,48,Middle-aged,Male,South Dakota,No,Jeans,Clothing,S,Teal,Spring,29,Yes,16,Bi-Weekly,14,Cash,Express,2.8
1298,44,Adult,Male,New Jersey,No,Sandals,Footwear,M,Silver,Summer,85,Yes,32,Annually,365,Venmo,Standard,4.6
1299,29,Young Adult,Male,Indiana,No,Pants,Clothing,S,Indigo,Summer,81,Yes,14,Fortnightly,14,Bank Transfer,Free Shipping,3.0
1300,29,Young Adult,Male,Louisiana,No,Belt,Accessories,L,Teal,Fall,23,Yes,42,Bi-Weekly,14,Venmo,2-Day Shipping,3.6
1301,67,Senior,Male,West Virginia,No,T-shirt,Clothing,M,Charcoal,Spring,100,Yes,47,Every 3 Months,90,Credit Card,Next Day Air,4.5
1302,42,Adult,Male,Maine,No,Shirt,Clothing,M,Orange,Fall,54,Yes,21,Weekly,7,Debit Card,Express,5.0
1303,23,Young Adult,Male,Idaho,No,Sneakers,Footwear,M,Gold,Fall,25,Yes,37,Monthly,30,Credit Card,Next Day Air,2.9
1304,34,Adult,Male,New York,No,Blouse,Clothing,L,Silver,Summer,32,Yes,10,Annually,365,Credit Card,Next Day Air,3.1
1305,64,Senior,Male,Montana,No,Backpack,Accessories,S,Orange,Spring,63,Yes,18,Every 3 Months,90,PayPal,2-Day Shipping,4.0
1306,31,Young Adult,Male,Mississippi,No,Pants,Clothing,XL,Peach,Spring,56,Yes,2,Every 3 Months,90,PayPal,Express,4.5
1307,54,Middle-aged,Male,Alaska,No,Sweater,Clothing,L,Brown,Winter,33,Yes,40,Annually,365,PayPal,Next Day Air,4.5
1308,23,Young Adult,Male,Missouri,No,Coat,Outerwear,L,Black,Summer,32,Yes,43,Annually,365,PayPal,Express,3.1
1309,59,Senior,Male,Rhode Island,No,Dress,Clothing,L,Red,Summer,38,Yes,14,Every 3 Months,90,Credit Card,Next Day Air,4.4
1310,32,Adult,Male,Hawaii,No,Blouse,Clothing,L,Lavender,Summer,21,Yes,41,Quarterly,90,Cash,Store Pickup,4.7
1311,43,Adult,Male,South Carolina,No,Hoodie,Clothing,L,Brown,Winter,59,Yes,38,Every 3 Months,90,Credit Card,Store Pickup,3.1
1312,32,Adult,Male,Tennessee,No,Shoes,Footwear,M,Maroon,Fall,87,Yes,12,Annually,365,Venmo,Express,4.2
1313,66,Senior,Male,Missouri,No,T-shirt,Clothing,M,Violet,Winter,79,Yes,19,Monthly,30,Bank Transfer,Store Pickup,3.0
1314,70,Senior,Male,Missouri,No,Shoes,Footwear,M,Lavender,Summer,28,Yes,23,Bi-Weekly,14,Credit Card,Free Shipping,3.8
